IndicatorCode,IndicatorName,Language
SA_0000001793,"Penalties for drink driving, repeated offense",EN
SA_0000001794,Licensing required for exports of alcoholic beverages,EN
SA_0000001795,Licensing required for imports of alcoholic beverages,EN
SA_0000001796,Licensing required for wholesale/distribution of alcoholic beverages,EN
SA_0000001797,"Licenses issued for production, change since 2010",EN
SA_0000001798,"Licenses issued for retail sale, change since 2010",EN
SA_0000001799,"Licenses issued for wholesale/distribution, change since 2010",EN
SA_0000001800,Monopoly on exports of alcoholic beverages,EN
SA_0000001801,Monopoly on imports of alcoholic beverages,EN
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,EN
SA_0000001803,Health warning labels on pregnancy,EN
SA_0000001804,Health warning labels on under-age drinking,EN
SA_0000001805,Health warning labels on drink-driving,EN
SA_0000001806,Legal requirement for size of health warning labels,EN
SA_0000001807,"Cancer, age-standardized death rates (15+), per 100,000 population",EN
SA_0000001808,"Alcohol-attributable fractions (15+), cancer deaths",EN
SA_0000001809,National system of epidemiological data collection for alcohol use,EN
SA_0000001810,National system of data collection based on health service delivery,EN
SA_0000001811,Report with epidemiological data on lcohol use and AUDs,EN
SA_0000001812,Report with data from health services on alcohol use and AUDs,EN
SA_0000001813,National organization for monitoring alcohol,EN
SA_0000001814,Taxation of ethanol production,EN
SA_0000001815,Ethanol tax deducted from excise tax,EN
SA_0000001816,Tax incentives for production low/no alcohol content beer,EN
SA_0000001817,Tax incentives for production of other alcoholic beverages,EN
SA_0000001818,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2020 and 2025",EN
SA_0000001819,Heavy episodic drinking (youth 15 -19 years) past 30 days (%),EN
SA_0000001820,"Heavy episodic drinking (youth 15 -19 years), drinkers only, past 30 days (%)",EN
SA_0000001821,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI",EN
SA_0000001821_ARCHIVED,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI",EN
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",EN
SA_0000001822_ARCHIVED,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",EN
SA_0000001823,"Alcohol, tourist consumption (in litres of pure alcohol)",EN
SA_0000001823_ARCHIVED,"Alcohol, tourist consumption (in litres of pure alcohol)",EN
SA_0000001824,"Alcohol, regional alcohol per capita (15+) consumption (in litres of pure alcohol)",EN
SA_0000001825,"Regional prevalence, AAFs (15+), liver cirrhosis deaths (%)",EN
SA_0000001826,"Regional prevalence, AAFs (15+), road traffic crash deaths (%)",EN
SA_0000001827,"Regional prevalence, AAFs (15+), cancer",EN
SA_0000001828,"Regional prevalence, AAFs ,all-cause deaths (%)",EN
SA_0000001829,Average price 500 mls Beer in US$,EN
SA_0000001830,Average price 750 mls Wine in US$,EN
SA_0000001831,Average price 500 mls Spirits in US$,EN
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),EN
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),EN
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",EN
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),EN
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",EN
SDGCODCOMPLETENESS,Completeness of cause-of-death data (%),EN
SDGCONFLICT,Estimated direct deaths from major conflicts (per 100 000 population),EN
SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),EN
SDGHEPHBSAGPRV,Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),EN
SDGHIV,New HIV infections (per 1000 uninfected population),EN
SDGIHR,Average of 13 International Health Regulations core capacity scores,EN
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,EN
SDGODA,"Total net official development assistance to medical research and basic health sectors per capita (constant 2014 US$), by recipient",EN
SDGODA01,"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country",EN
SDGPM25,Concentrations of fine particulate matter (PM2.5),EN
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),EN
SDGSHP,Skilled health professionals density (per 10 000 population),EN
SDGSUICIDE,Crude suicide rates (per 100 000 population),EN
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),EN
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",EN
SE_G23_MATH,Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics (%),EN
SE_G23_RDG,Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading (%),EN
SE_LSC_MATH,Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics (%),EN
SE_LSC_RDNG,Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading (%),EN
SE_PRE_PARTN,Participation rate in organized learning (one year before the official primary entry age) (%),EN
SE_PRM_MATH,Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics (%),EN
SE_PRM_RDNG,Proportion of children at the end of primary achieving at least a minimum proficiency level in reading (%),EN
SG_REG_CENSUS,Proportion of countries that have conducted at least one population and housing census in the last 10 years (%),EN
SH_STA_FGMS,Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting (FMG/C) (%),EN
SHS_1,Percentage of children under 15 years exposed to second-hand smoke,EN
SHS_10,Second-hand smoke attributable DALYs ('000) in children under 5 years,EN
SHS_11,Second-hand smoke  attributable DALYs per 100'000 children under 5 years,EN
SHS_2,Percentage of women (15+ years) exposed to second-hand smoke,EN
SHS_3,Percentage of men (15+ years) exposed to second-hand smoke,EN
SHS_4,Second-hand smoke attributable deaths,EN
SHS_5,Second-hand smoke attributable DALYs ('000),EN
SHS_6,Second-hand smoke attributable deaths per 100'000 capita,EN
SHS_7,Second-hand smoke attributable DALYs per 100'000 capita,EN
SHS_8,Second-hand smoke attributable deaths ('000) in children under 5 years,EN
SHS_9,Second-hand smoke  attributable deaths per 100'000 children under 5 years,EN
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),EN
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),EN
SP_DYN_MRBF18,Proportion of women aged 20-24 years who were married or in a union by age 18 (%),EN
stunt5,Stunting prevalence in children aged < 5 years (%),EN
SUNBEDEXIST,Existence of national regulation,EN
SUNBEDEXISTSUBNATIONAL,Existence of subnational regulation,EN
SUNBEDEXISTYEAR,Year of national implementation of regulation,EN
SUNBEDREG_ACCESS,Access restrictions,EN
SUNBEDREG_CONTROL,Restriction and inspection of facilities,EN
SUNBEDREG_INFO,Information requirements,EN
SUNBEDREG_SAFETY,Safety requirements,EN
SUNBEDREG_TRAINING,Training requirements,EN
TB_1,Tuberculosis treatment coverage,EN
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),EN
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),EN
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),EN
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),EN
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),EN
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),EN
TB_c_mdr_tx,Cases started on MDR-TB treatment,EN
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,EN
TB_c_new_tsr,Treatment success rate: new TB cases,EN
TB_c_newinc,Tuberculosis - new and relapse cases,EN
TB_c_notified,Total number of notified TB cases,EN
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,EN
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,EN
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,EN
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),EN
TB_e_inc_num,Number of incident tuberculosis cases,EN
TB_e_inc_num_014,Number of incident tuberculosis cases in children aged 0 - 14,EN
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),EN
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",EN
TB_e_mdr_num,Estimated MDR-TB cases among notified pulmonary TB cases,EN
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",EN
TB_e_prev_num,Number of prevalent tuberculosis cases,EN
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),EN
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),EN
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),EN
TB_hivtest_pct,TB patients with known HIV status (%),EN
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),EN
TB_mdr,Confirmed cases of MDR-TB,EN
TB_new_clindx,"New or unknown treatment history cases: Pulmonary, clinically diagnosed",EN
TB_new_ep,New cases: extrapulmonary,EN
TB_new_labconf,"New or unknown treatment history cases: Pulmonary, bacteriologically confirmed",EN
TB_new_oth,New cases: other,EN
TB_new_sn,New cases: pulmonary smear-negative,EN
TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",EN
TB_new_sp,"New cases: Pulmonary, smear-positive",EN
TB_new_su,New cases: pulmonary smear unknown/not done,EN
TB_newret_oth,Treatment history unknown,EN
TB_ret_nrel,"Previously treated  cases, excluding relapse",EN
TB_ret_oth,Retreatment cases: other,EN
TB_ret_rel,Relapse cases (pre-2013 definition),EN
TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed",EN
TB_ret_rel_ep,Relapse cases: extrapulmonary,EN
TB_ret_rel_labconf,"Relapse cases: Pulmonary, bacteriologically confirmed",EN
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),EN
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),EN
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,EN
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,EN
TB_tot_newrel,Tuberculosis - new and relapse cases,EN
tfr,Total fertility rate (per woman),EN
TOTENV_1,Deaths attributable to the environment,EN
TOTENV_10,Total environment  attributable DALYs per 100'000 children under 5 years,EN
TOTENV_11,Deaths attributable to the environment in children under 5 years (%),EN
TOTENV_12,DALYs attributable to the environment in children under 5 years (%),EN
TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),EN
TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,EN
TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),EN
TOTENV_5,Deaths attributable to the environment (%),EN
TOTENV_6,Disability-adjusted life years (DALYs) attributable to the environment (%),EN
TOTENV_7,Total environment attributable deaths ('000) in children under 5 years,EN
TOTENV_8,Total environment  attributable deaths per 100'000 children under 5 years,EN
TOTENV_9,Total environment attributable DALYs ('000) in children under 5 years,EN
u5mr,Under-five mortality rate (deaths per 1000 live births),EN
UHC_AVAILABILITY_SCORE,Primary data availability for UHC Service Coverage Index (SDG 3.8.1) (%),EN
UHC_IHR,Compliance with international health regulations,EN
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),EN
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,EN
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,EN
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,EN
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",EN
UNICEF_ORS,Children aged <5 years with diarrhoea receiving ORS (%),EN
UNICEF_PNCMOTHER,Women age 15-49 years who received a health check within 2 days after delivery of their most recent live birth in the last 2 years (%),EN
UNICEF_PNCNEWBORN,Proportion of newborns who have postnatal contact with a health provider within 2 days of delivery (%),EN
UV_1,UV radiation,EN
UV_2,UV radiation attributable deaths,EN
UV_3,UV radiation attributable DALYs ('000),EN
UV_4,UV radiation attributable deaths per 100'000 capita,EN
UV_5,UV radiation attributable DALYs per 100'000 capita,EN
VIOLENCE_CHILD_EMOTIONAL,Lifetime prevalence of child emotional abuse (%),EN
VIOLENCE_CHILD_NEGLECT,Lifetime prevalence of child physical neglect (%),EN
VIOLENCE_CHILD_PHYSICAL,Lifetime prevalence of child physical abuse (%),EN
VIOLENCE_CHILD_SEXUAL,Lifetime prevalence of child sexual abuse (%),EN
VIOLENCE_EXTENTIMP_ALLTYPES,Extent of implementation of  mental health services for victims of all types of violence,EN
VIOLENCE_EXTENTIMP_CHILDHOMEVISIT,Child maltreatment: Extent of implementation of home-visiting programmes,EN
VIOLENCE_EXTENTIMP_CHILDPROTECTION,Extent of implementation of child protection services,EN
VIOLENCE_EXTENTIMP_ELDERCAREGIVER,Elder abuse: Extent of implementation  of caregiver-support programmes,EN
VIOLENCE_EXTENTIMP_PARTNERVIOLPREVENTION,Intimate partner violence: Extent of implementation  of dating violence prevention programmes,EN
VIOLENCE_EXTENTIMP_VICTIMSMEDICOLEGAL,Extent of implementation of medico-legal services for victims of sexual violence,EN
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS,Youth violence: Extent of implementation of life-skills and social development programmes,EN
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,EN
